year,season_type,game_id,team,opp,week,gsis_id,pos,player,attempts_total,yards_total,td_total,fumbles_total,fumbles_lost_total,fumbles_out_of_bounds_total,epa_total,attempts_designed,yards_designed,td_designed,fumbles_designed,fumbles_lost_designed,fumbles_out_of_bounds_designed,epa_designed,attempts_scramble,yards_scramble,td_scramble,fumbles_scramble,fumbles_lost_scramble,fumbles_out_of_bounds_scramble,epa_scramble,attempts_kneel,yards_kneel,td_kneel,fumbles_kneel,fumbles_lost_kneel,fumbles_out_of_bounds_kneel,epa_kneel,attempts,yards,td,fumbles,fumbles_lost,fumbles_out_of_bounds,epa
2020,POST,2020_18_IND_BUF,IND,BUF,18.0,00-0036223,RB,J.Taylor,21.0,78.0,1.0,0.0,0.0,0.0,-2.790475186746334,21.0,78.0,1.0,0.0,0.0,0.0,-2.790475186746334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,78.0,1.0,0.0,0.0,0.0,-2.790475186746334
2020,POST,2020_18_IND_BUF,IND,BUF,18.0,00-0036252,WR,M.Pittman,1.0,11.0,0.0,0.0,0.0,0.0,0.8094311540480703,1.0,11.0,0.0,0.0,0.0,0.0,0.8094311540480703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.8094311540480703
2020,POST,2020_18_LA_SEA,LA,SEA,18.0,00-0030431,WR,R.Woods,1.0,-3.0,0.0,0.0,0.0,0.0,-0.8701743516139686,1.0,-3.0,0.0,0.0,0.0,0.0,-0.8701743516139686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,-0.8701743516139686
2020,POST,2020_18_LA_SEA,LA,SEA,18.0,00-0031806,RB,M.Brown,9.0,30.0,0.0,0.0,0.0,0.0,-3.6942266931067245,9.0,30.0,0.0,0.0,0.0,0.0,-3.6942266931067245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,0.0,0.0,0.0,0.0,-3.6942266931067245
2020,POST,2020_18_LA_SEA,LA,SEA,18.0,00-0033106,QB,J.Goff,4.0,4.0,0.0,0.0,0.0,0.0,-4.038549316581339,1.0,0.0,0.0,0.0,0.0,0.0,-2.2674645164515823,1.0,6.0,0.0,0.0,0.0,0.0,0.5066672042012215,2.0,-2.0,0.0,0.0,0.0,0.0,-2.277752004330978,2.0,6.0,0.0,0.0,0.0,0.0,-1.7607973122503608
2020,POST,2020_18_LA_SEA,LA,SEA,18.0,00-0034899,QB,J.Wolford,1.0,2.0,0.0,0.0,0.0,0.0,-0.3069007751182653,1.0,2.0,0.0,0.0,0.0,0.0,-0.3069007751182653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,-0.3069007751182653
2020,POST,2020_18_LA_SEA,LA,SEA,18.0,00-0036414,RB,C.Akers,28.0,131.0,1.0,0.0,0.0,0.0,1.9327199560765798,28.0,131.0,1.0,0.0,0.0,0.0,1.9327199560765798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,131.0,1.0,0.0,0.0,0.0,1.9327199560765798
2020,POST,2020_18_LA_SEA,SEA,LA,18.0,00-0029263,QB,R.Wilson,4.0,50.0,0.0,0.0,0.0,0.0,2.947354346961258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,2.947354346961258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,2.947354346961258
2020,POST,2020_18_LA_SEA,SEA,LA,18.0,00-0031045,RB,C.Hyde,4.0,5.0,0.0,0.0,0.0,0.0,-1.5576967049855739,4.0,5.0,0.0,0.0,0.0,0.0,-1.5576967049855739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,-1.5576967049855739
2020,POST,2020_18_LA_SEA,SEA,LA,18.0,00-0033589,WR,D.Moore,1.0,4.0,0.0,0.0,0.0,0.0,-0.023702783975750208,1.0,4.0,0.0,0.0,0.0,0.0,-0.023702783975750208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,-0.023702783975750208
2020,POST,2020_18_LA_SEA,SEA,LA,18.0,00-0033594,RB,C.Carson,16.0,77.0,0.0,0.0,0.0,0.0,-1.2690807345788933,16.0,77.0,0.0,0.0,0.0,0.0,-1.2690807345788933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,77.0,0.0,0.0,0.0,0.0,-1.2690807345788933
2020,POST,2020_18_TB_WAS,TB,WAS,18.0,00-0019596,QB,T.Brady,3.0,-2.0,0.0,0.0,0.0,0.0,-1.299436263332609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,0.0,0.0,0.0,0.0,-1.299436263332609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,POST,2020_18_TB_WAS,TB,WAS,18.0,00-0027793,WR,A.Brown,1.0,22.0,0.0,0.0,0.0,0.0,1.4059391618939117,1.0,22.0,0.0,0.0,0.0,0.0,1.4059391618939117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,1.4059391618939117
2020,POST,2020_18_TB_WAS,TB,WAS,18.0,00-0033856,RB,L.Fournette,19.0,93.0,1.0,0.0,0.0,0.0,1.7079124373267407,19.0,93.0,1.0,0.0,0.0,0.0,1.7079124373267407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,93.0,1.0,0.0,0.0,0.0,1.7079124373267407
2020,POST,2020_18_TB_WAS,TB,WAS,18.0,00-0035298,WR,S.Miller,1.0,8.0,0.0,0.0,0.0,0.0,0.6829995174193755,1.0,8.0,0.0,0.0,0.0,0.0,0.6829995174193755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.6829995174193755
2020,POST,2020_18_TB_WAS,TB,WAS,18.0,00-0036450,RB,K.Vaughn,5.0,21.0,0.0,1.0,1.0,0.0,-5.615639863535762,5.0,21.0,0.0,1.0,1.0,0.0,-5.615639863535762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,1.0,1.0,0.0,-5.615639863535762
2020,POST,2020_18_TB_WAS,WAS,TB,18.0,00-0031800,QB,T.Heinicke,6.0,46.0,1.0,0.0,0.0,0.0,4.746070790948579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,1.0,0.0,0.0,0.0,4.746070790948579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,1.0,0.0,0.0,0.0,4.746070790948579
2020,POST,2020_18_TB_WAS,WAS,TB,18.0,00-0032602,RB,J.McKissic,2.0,5.0,1.0,0.0,0.0,0.0,1.84781813036534,2.0,5.0,1.0,0.0,0.0,0.0,1.84781813036534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,1.84781813036534
2020,POST,2020_18_TB_WAS,WAS,TB,18.0,00-0034928,WR,S.Sims,1.0,4.0,0.0,0.0,0.0,0.0,-0.11913514230400325,1.0,4.0,0.0,0.0,0.0,0.0,-0.11913514230400325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,-0.11913514230400325
2020,POST,2020_18_TB_WAS,WAS,TB,18.0,00-0036328,RB,A.Gibson,14.0,31.0,0.0,0.0,0.0,0.0,-4.1116892004502015,14.0,31.0,0.0,0.0,0.0,0.0,-4.1116892004502015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,0.0,0.0,0.0,0.0,-4.1116892004502015
2020,POST,2020_19_BAL_BUF,BAL,BUF,19.0,00-0034184,RB,G.Edwards,10.0,42.0,0.0,1.0,0.0,0.0,0.11686287785414598,10.0,42.0,0.0,1.0,0.0,0.0,0.11686287785414598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,42.0,0.0,1.0,0.0,0.0,0.11686287785414598
2020,POST,2020_19_BAL_BUF,BAL,BUF,19.0,00-0034796,QB,L.Jackson,9.0,34.0,0.0,1.0,0.0,0.0,0.44580880086869,6.0,11.0,0.0,1.0,0.0,0.0,-2.224951169686392,3.0,23.0,0.0,0.0,0.0,0.0,2.670759970555082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,34.0,0.0,1.0,0.0,0.0,0.44580880086869
2020,POST,2020_19_BAL_BUF,BAL,BUF,19.0,00-0035993,QB,T.Huntley,3.0,32.0,0.0,0.0,0.0,0.0,0.8852582613762932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,0.8852582613762932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,0.8852582613762932
2020,POST,2020_19_BAL_BUF,BAL,BUF,19.0,00-0036158,RB,J.Dobbins,10.0,42.0,0.0,0.0,0.0,0.0,-1.1401569113659207,10.0,42.0,0.0,0.0,0.0,0.0,-1.1401569113659207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,42.0,0.0,0.0,0.0,0.0,-1.1401569113659207
2020,POST,2020_19_BAL_BUF,BUF,BAL,19.0,00-0032209,RB,T.Yeldon,2.0,4.0,0.0,0.0,0.0,0.0,-1.1604455991182476,2.0,4.0,0.0,0.0,0.0,0.0,-1.1604455991182476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,-1.1604455991182476
2020,POST,2020_19_BAL_BUF,BUF,BAL,19.0,00-0034857,QB,J.Allen,7.0,3.0,0.0,0.0,0.0,0.0,-2.0320186603681343,2.0,4.0,0.0,0.0,0.0,0.0,-0.9310624912031924,1.0,4.0,0.0,0.0,0.0,0.0,-1.1009561691649417,4.0,-5.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,-2.0320186603681343
