year,season_type,game_id,team,opp,week,attempts_total,yards_total,td_total,fumbles_total,fumbles_lost_total,fumbles_out_of_bounds_total,epa_total,attempts_designed,yards_designed,td_designed,fumbles_designed,fumbles_lost_designed,fumbles_out_of_bounds_designed,epa_designed,attempts_scramble,yards_scramble,td_scramble,fumbles_scramble,fumbles_lost_scramble,fumbles_out_of_bounds_scramble,epa_scramble,attempts_kneel,yards_kneel,td_kneel,fumbles_kneel,fumbles_lost_kneel,fumbles_out_of_bounds_kneel,epa_kneel,attempts,yards,td,fumbles,fumbles_lost,fumbles_out_of_bounds,epa,attempts_rb,yards_rb,td_rb,epa_rb,attempts_qb_designed,yards_qb_designed,td_qb_designed,epa_qb_designed,attempts_qb_scramble,yards_qb_scramble,td_qb_scramble,epa_qb_scramble,attempts_qb_kneel,yards_qb_kneel,epa_qb_kneel,attempts_wr,yards_wr,td_wr,epa_wr,attempts_other,yards_other,td_other,epa_other
2020,REG,2020_02_ATL_DAL,DAL,ATL,2,31,125,4,2,1,0,-2.215487767010107,30,114,4,2,1,0,-2.273109638772441,1,11,0,0,0,0,0.05762187176233403,0,0,0,0,0,0,0.0,31,125,4,2,1,0,-2.215487767010107,24,95,1,-3.3211190253496183,4,7,3,2.8026788964052685,1,11,0,0.05762187176233403,0,0,0.0,1,9,0,0.7818856795784086,1,3,0,-2.5365551894064997
2020,REG,2020_02_BAL_HOU,BAL,HOU,2,37,230,1,0,0,0,4.739086494526067,31,217,1,0,0,0,7.975647462800783,3,16,0,0,0,0,-0.4962576060788707,3,-3,0,0,0,0,-2.7403033621958457,34,233,1,0,0,0,7.479389856721912,21,176,1,7.783918597043897,10,41,0,0.1917288657568865,3,16,0,-0.4962576060788707,3,-3,-2.7403033621958457,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_02_BAL_HOU,HOU,BAL,2,17,51,0,0,0,0,-4.499421563348733,12,34,0,0,0,0,-3.1302657363703474,5,17,0,0,0,0,-1.3691558269783854,0,0,0,0,0,0,0.0,17,51,0,0,0,0,-4.499421563348733,11,34,0,-2.2694961129454896,0,0,0,0.0,5,17,0,-1.3691558269783854,0,0,0.0,1,0,0,-0.8607696234248579,0,0,0,0.0
2020,REG,2020_02_BUF_MIA,BUF,MIA,2,23,112,0,0,0,0,-2.4038117674645036,20,109,0,0,0,0,-0.4619841087260286,1,4,0,0,0,0,-0.5276152334990911,2,-1,0,0,0,0,-1.4142124252393842,21,113,0,0,0,0,-0.9895993422251197,18,93,0,-0.876042406365741,1,16,0,1.1568166320212183,1,4,0,-0.5276152334990911,2,-1,-1.4142124252393842,1,0,0,-0.7427583343815058,0,0,0,0.0
2020,REG,2020_02_BUF_MIA,MIA,BUF,2,22,99,1,1,0,0,3.9700292079651267,20,87,1,1,0,0,3.5961878724629064,2,12,0,0,0,0,0.3738413355022203,0,0,0,0,0,0,0.0,22,99,1,1,0,0,3.9700292079651267,19,87,1,3.9738503821427007,1,0,0,-0.3776625096797943,2,12,0,0.3738413355022203,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_02_CAR_TB,CAR,TB,2,24,87,2,0,0,0,-2.051279926643474,24,87,2,0,0,0,-2.051279926643474,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,24,87,2,0,0,0,-2.051279926643474,19,60,2,-0.2678709743486248,0,0,0,0.0,0,0,0,0.0,0,0,0.0,4,26,0,1.0944793208036572,1,1,0,-2.8778882730985065
2020,REG,2020_02_CAR_TB,TB,CAR,2,22,122,3,1,1,0,-1.648787801488651,22,122,3,1,1,0,-1.648787801488651,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,22,122,3,1,1,0,-1.648787801488651,20,121,3,4.538569194977756,1,0,0,-5.488590500433929,0,0,0,0.0,0,0,0.0,1,1,0,-0.6987664960324764,0,0,0,0.0
2020,REG,2020_02_CIN_CLE,CIN,CLE,2,24,68,0,1,0,0,-4.678456594003364,20,43,0,1,0,0,-8.951289513497613,4,25,0,0,0,0,4.272832919494249,0,0,0,0,0,0,0.0,24,68,0,1,0,0,-4.678456594003364,17,49,0,-4.930782973009628,3,-6,0,-4.020506540487986,4,25,0,4.272832919494249,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_02_CIN_CLE,CLE,CIN,2,35,215,3,0,0,0,6.7630325383506715,32,210,3,0,0,0,6.651424556854181,1,8,0,0,0,0,1.6131847943761386,2,-3,0,0,0,0,-1.5015768128796483,33,218,3,0,0,0,8.26460935123032,32,210,3,6.651424556854181,0,0,0,0.0,1,8,0,1.6131847943761386,2,-3,-1.5015768128796483,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_02_DEN_PIT,DEN,PIT,2,26,104,0,1,0,0,-2.5822585997520946,25,101,0,1,0,0,-2.3882582379155792,1,3,0,0,0,0,-0.19400036183651534,0,0,0,0,0,0,0.0,26,104,0,1,0,0,-2.5822585997520946,22,90,0,-3.6552374744205736,1,2,0,0.2940370579017326,1,3,0,-0.19400036183651534,0,0,0.0,1,9,0,0.9801894775591792,1,0,0,-0.0072472989559173575
2020,REG,2020_02_DEN_PIT,PIT,DEN,2,22,109,1,2,1,0,-11.045211675386096,20,111,1,2,1,0,-7.71152669009302,0,0,0,0,0,0,0.0,2,-2,0,0,0,0,-3.3336849852930754,20,111,1,2,1,0,-7.71152669009302,19,111,1,-6.081666736439952,1,0,0,-1.6298599536530674,0,0,0,0.0,2,-2,-3.3336849852930754,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_02_DET_GB,DET,GB,2,21,89,1,0,0,0,3.9622968031908385,20,85,1,0,0,0,3.003576039976906,1,4,0,0,0,0,0.9587207632139324,0,0,0,0,0,0,0.0,21,89,1,0,0,0,3.9622968031908385,20,85,1,3.0035760399769065,0,0,0,0.0,1,4,0,0.9587207632139324,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_02_DET_GB,GB,DET,2,35,259,2,0,0,0,7.544539826340042,31,248,2,0,0,0,10.07568548922427,2,12,0,0,0,0,0.46134760568384087,2,-1,0,0,0,0,-2.9924932685680687,33,260,2,0,0,0,10.53703309490811,31,248,2,10.07568548922427,0,0,0,0.0,2,12,0,0.46134760568384087,2,-1,-2.9924932685680687,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_02_JAX_TEN,JAX,TEN,2,27,165,1,1,0,0,7.448084392643068,24,146,1,1,0,0,4.153154868399724,3,19,0,0,0,0,3.2949295242433436,0,0,0,0,0,0,0.0,27,165,1,1,0,0,7.448084392643068,18,109,1,3.3968961520004086,1,0,0,-0.9175491528585552,3,19,0,3.2949295242433436,0,0,0.0,5,37,0,1.673807869257871,0,0,0,0.0
2020,REG,2020_02_JAX_TEN,TEN,JAX,2,34,123,0,0,0,0,-4.23860552336555,30,111,0,0,0,0,-3.820650839305017,2,14,0,0,0,0,1.0990170328877866,2,-2,0,0,0,0,-1.516971716948319,32,125,0,0,0,0,-2.7216338064172305,29,100,0,-4.594717007654253,0,0,0,0.0,2,14,0,1.0990170328877866,2,-2,-1.516971716948319,1,11,0,0.7740661683492362,0,0,0,0.0
2020,REG,2020_02_KC_LAC,KC,LAC,2,22,125,0,0,0,0,4.691199038054485,16,71,0,0,0,0,-0.7798988453578208,6,54,0,0,0,0,5.471097883412306,0,0,0,0,0,0,0.0,22,125,0,0,0,0,4.691199038054485,14,59,0,-0.4820268889889126,0,0,0,0.0,6,54,0,5.471097883412306,0,0,0.0,2,12,0,-0.2978719563689083,0,0,0,0.0
2020,REG,2020_02_KC_LAC,LAC,KC,2,44,183,1,0,0,0,0.41641857085051015,41,176,0,0,0,0,0.7262025046511553,3,7,1,0,0,0,-0.3097839338006451,0,0,0,0,0,0,0.0,44,183,1,0,0,0,0.41641857085051015,39,157,0,-1.1216857769468336,1,11,0,1.4884346542239657,3,7,1,-0.3097839338006451,0,0,0.0,1,8,0,0.3594536273740232,0,0,0,0.0
2020,REG,2020_02_LA_PHI,LA,PHI,2,39,191,2,0,0,0,4.542704940104159,34,183,2,0,0,0,6.990930349769769,2,11,0,0,0,0,-0.17081083642551675,3,-3,0,0,0,0,-2.277414573240094,36,194,2,0,0,0,6.8201195133442525,26,141,1,1.3358124484948348,2,5,0,1.666722059424501,2,11,0,-0.17081083642551675,3,-3,-2.277414573240094,6,37,1,3.9883958418504335,0,0,0,0.0
2020,REG,2020_02_LA_PHI,PHI,LA,2,26,121,2,1,1,0,3.769611904746853,25,115,2,1,1,0,3.51888408313971,1,6,0,0,0,0,0.2507278216071427,0,0,0,0,0,0,0.0,26,121,2,1,1,0,3.769611904746853,24,114,1,2.625636635639239,1,1,1,0.8932474475004709,1,6,0,0.2507278216071427,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_02_MIN_IND,IND,MIN,2,40,151,1,0,0,0,-3.1081883062232354,37,151,1,0,0,0,1.3717601942973148,0,0,0,0,0,0,0.0,3,0,0,0,0,0,-4.47994850052055,37,151,1,0,0,0,1.3717601942973148,35,141,1,0.9960291494991566,1,3,0,-0.3818071129499003,0,0,0,0.0,3,0,-4.47994850052055,1,7,0,0.7575381577480584,0,0,0,0.0
2020,REG,2020_02_MIN_IND,MIN,IND,2,18,80,1,0,0,0,-1.3697043964348268,18,80,1,0,0,0,-1.3697043964348268,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,18,80,1,0,0,0,-1.3697043964348268,17,76,1,-1.4689160717243794,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,1,4,0,0.09921167528955266
2020,REG,2020_02_NE_SEA,NE,SEA,2,25,67,2,0,0,0,-6.42970970008173,22,43,2,0,0,0,-8.104628442233661,2,25,0,0,0,0,1.674918742151931,1,-1,0,0,0,0,0.0,24,68,2,0,0,0,-6.42970970008173,14,20,0,-8.088510150206275,8,23,2,-0.01611829202738572,2,25,0,1.674918742151931,1,-1,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_02_NE_SEA,SEA,NE,2,30,154,0,0,0,0,2.5659726337180473,25,115,0,0,0,0,0.21355415391735721,5,39,0,0,0,0,2.35241847980069,0,0,0,0,0,0,0.0,30,154,0,0,0,0,2.5659726337180473,25,115,0,0.21355415391735716,0,0,0,0.0,5,39,0,2.35241847980069,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_02_NO_LV,LV,NO,2,35,116,1,2,1,0,-5.594981627237498,34,113,1,2,1,0,-5.4393510106499114,1,3,0,0,0,0,-0.1556306165875867,0,0,0,0,0,0,0.0,35,116,1,2,1,0,-5.594981627237498,32,113,1,0.8991783542544772,2,0,0,-6.338529364904389,1,3,0,-0.1556306165875867,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_02_NO_LV,NO,LV,2,19,112,2,0,0,0,6.3602480777481105,19,112,2,0,0,0,6.3602480777481105,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,19,112,2,0,0,0,6.3602480777481105,16,93,2,5.737572851212462,2,8,0,-0.1363780600950122,0,0,0,0.0,0,0,0.0,1,11,0,0.7590532866306603,0,0,0,0.0
2020,REG,2020_02_NYG_CHI,CHI,NYG,2,32,135,0,0,0,0,-2.7544013705919497,31,123,0,0,0,0,-4.269058136502281,1,12,0,0,0,0,1.5146567659103312,0,0,0,0,0,0,0.0,32,135,0,0,0,0,-2.7544013705919497,21,94,0,-1.5916781724081377,3,4,0,-1.469967023062054,1,12,0,1.5146567659103312,0,0,0.0,7,25,0,-1.2074129410320895,0,0,0,0.0
2020,REG,2020_02_NYG_CHI,NYG,CHI,2,18,75,1,0,0,0,2.4849707343964833,15,54,1,0,0,0,0.9117826245492319,3,21,0,0,0,0,1.5731881098472515,0,0,0,0,0,0,0.0,18,75,1,0,0,0,2.4849707343964833,14,48,1,0.7951078902697185,0,0,0,0.0,3,21,0,1.5731881098472515,0,0,0.0,1,6,0,0.11667473427951335,0,0,0,0.0
2020,REG,2020_02_SF_NYJ,NYJ,SF,2,29,104,0,0,0,0,-9.373068476621745,27,97,0,0,0,0,-10.898643682538284,1,8,0,0,0,0,1.5255752059165388,1,-1,0,0,0,0,0.0,28,105,0,0,0,0,-9.373068476621745,26,85,0,-11.376763177921282,0,0,0,0.0,1,8,0,1.5255752059165388,1,-1,0.0,1,12,0,0.4781194953829981,0,0,0,0.0
2020,REG,2020_02_SF_NYJ,SF,NYJ,2,29,182,2,1,0,0,2.811712497670669,27,184,2,1,0,0,2.811712497670669,0,0,0,0,0,0,0.0,2,-2,0,0,0,0,0.0,27,184,2,1,0,0,2.811712497670669,27,184,2,2.8117124976706696,0,0,0,0.0,0,0,0,0.0,2,-2,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_02_WAS_ARI,ARI,WAS,2,32,160,2,0,0,0,4.507231670474775,30,152,2,0,0,0,4.9126709805998505,2,8,0,0,0,0,-0.4054393101250753,0,0,0,0,0,0,0.0,32,160,2,0,0,0,4.507231670474775,23,90,0,-2.05461257515708,6,59,2,4.672943993689169,2,8,0,-0.4054393101250753,0,0,0.0,1,3,0,2.2943395620677616,0,0,0,0.0
2020,REG,2020_02_WAS_ARI,WAS,ARI,2,23,117,1,0,0,0,5.025161721860059,22,109,1,0,0,0,4.769003905705176,1,8,0,0,0,0,0.2561578161548823,0,0,0,0,0,0,0.0,23,117,1,0,0,0,5.025161721860059,22,109,1,4.769003905705176,0,0,0,0.0,1,8,0,0.2561578161548823,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_03_CAR_LAC,CAR,LAC,3,21,81,0,0,0,0,-7.879329534090164,20,75,0,0,0,0,-7.101143346757437,1,6,0,0,0,0,-0.7781861873327283,0,0,0,0,0,0,0.0,21,81,0,0,0,0,-7.879329534090164,15,62,0,-5.379281212582993,1,6,0,0.4994915429851972,1,6,0,-0.7781861873327283,0,0,0.0,4,7,0,-2.2213536771596414,0,0,0,0.0
2020,REG,2020_03_CAR_LAC,LAC,CAR,3,23,117,1,2,1,0,-6.6529262895928705,21,102,1,2,1,0,-8.414219164289534,2,15,0,0,0,0,1.7612928746966645,0,0,0,0,0,0,0.0,23,117,1,2,1,0,-6.6529262895928705,20,102,1,-6.5406177369877705,1,0,0,-1.8736014273017645,2,15,0,1.7612928746966645,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_03_CHI_ATL,ATL,CHI,3,25,144,2,0,0,0,5.152914956212043,24,145,2,0,0,0,5.152914956212043,0,0,0,0,0,0,0.0,1,-1,0,0,0,0,0.0,24,145,2,0,0,0,5.152914956212043,23,138,2,4.313724083011038,0,0,0,0.0,0,0,0,0.0,1,-1,0.0,1,7,0,0.8391908732010052,0,0,0,0.0
2020,REG,2020_03_CHI_ATL,CHI,ATL,3,25,130,0,0,0,0,0.5333576658449606,21,88,0,0,0,0,-0.41855960240354717,1,45,0,0,0,0,3.1941443246614654,3,-3,0,0,0,0,-2.2422270564129576,22,133,0,0,0,0,2.775584722257918,16,66,0,-1.822035320976283,0,0,0,0.0,1,45,0,3.1941443246614654,3,-3,-2.2422270564129576,5,22,0,1.4034757185727358,0,0,0,0.0
2020,REG,2020_03_CIN_PHI,CIN,PHI,3,18,48,0,0,0,0,-3.8803326404013205,17,49,0,0,0,0,-3.8803326404013205,0,0,0,0,0,0,0.0,1,-1,0,0,0,0,0.0,17,49,0,0,0,0,-3.8803326404013205,17,49,0,-3.8803326404013205,0,0,0,0.0,0,0,0,0.0,1,-1,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_03_CIN_PHI,PHI,CIN,3,36,172,1,1,0,0,5.0562005654210225,30,115,0,1,0,0,-3.2413812505546957,6,57,1,0,0,0,8.297581815975718,0,0,0,0,0,0,0.0,36,172,1,1,0,0,5.0562005654210225,24,108,0,-1.4994814360979942,5,13,0,-0.03066341194789868,6,57,1,8.297581815975718,0,0,0.0,1,-6,0,-1.7112364025088027,0,0,0,0.0
2020,REG,2020_03_DAL_SEA,DAL,SEA,3,21,61,1,0,0,0,2.9881745682796463,17,40,1,0,0,0,2.211682290886529,3,22,0,0,0,0,0.7764922773931175,1,-1,0,0,0,0,0.0,20,62,1,0,0,0,2.9881745682796463,14,34,1,0.1389600314432753,2,5,0,1.8611742232460533,3,22,0,0.7764922773931175,1,-1,0.0,1,1,0,0.2115480361972004,0,0,0,0.0
2020,REG,2020_03_DAL_SEA,SEA,DAL,3,26,117,0,0,0,0,-1.29606129109743,21,94,0,0,0,0,-1.3914026263228148,4,24,0,0,0,0,0.0953413352253848,1,-1,0,0,0,0,0.0,25,118,0,0,0,0,-1.29606129109743,20,95,0,-0.5111558646021873,1,-1,0,-0.8802467617206275,4,24,0,0.0953413352253848,1,-1,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_03_DET_ARI,ARI,DET,3,27,109,1,0,0,0,3.9373085857369006,26,102,1,0,0,0,2.979916599113494,1,7,0,0,0,0,0.9573919866234064,0,0,0,0,0,0,0.0,27,109,1,0,0,0,3.9373085857369006,21,86,0,2.6046860755886883,4,22,1,2.1784794055856764,1,7,0,0.9573919866234064,0,0,0.0,1,-6,0,-1.8032488820608703,0,0,0,0.0
2020,REG,2020_03_DET_ARI,DET,ARI,3,27,90,0,0,0,0,-4.270699755060934,27,90,0,0,0,0,-4.270699755060934,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,27,90,0,0,0,0,-4.270699755060934,25,91,0,-3.4437642106204294,1,-3,0,-0.4051729766120951,0,0,0,0.0,0,0,0.0,1,2,0,-0.4217625678284094,0,0,0,0.0
2020,REG,2020_03_GB_NO,GB,NO,3,26,98,1,0,0,0,-1.5891775409691034,24,86,1,0,0,0,-1.7924946977873335,1,13,0,0,0,0,2.407453696476296,1,-1,0,0,0,0,-2.204136539658066,25,99,1,0,0,0,0.6149589986889625,23,88,1,-0.8438412498799155,0,0,0,0.0,1,13,0,2.407453696476296,1,-1,-2.204136539658066,1,-2,0,-0.948653447907418,0,0,0,0.0
2020,REG,2020_03_GB_NO,NO,GB,3,20,122,0,1,1,0,-3.8722170867258683,19,114,0,1,1,0,-4.232744300854392,1,8,0,0,0,0,0.3605272141285241,0,0,0,0,0,0,0.0,20,122,0,1,1,0,-3.8722170867258683,18,116,0,1.4859924054471774,1,-2,0,-5.71873670630157,1,8,0,0.3605272141285241,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_03_HOU_PIT,HOU,PIT,3,15,29,1,0,0,0,-4.95242028645589,14,24,1,0,0,0,-5.027583682764089,1,5,0,0,0,0,0.07516339630819857,0,0,0,0,0,0,0.0,15,29,1,0,0,0,-4.95242028645589,14,24,1,-5.027583682764089,0,0,0,0.0,1,5,0,0.07516339630819857,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_03_HOU_PIT,PIT,HOU,3,38,169,1,0,0,0,-3.675030417293367,33,172,1,0,0,0,2.6842979658499257,1,2,0,0,0,0,-0.9849742047954352,4,-5,0,0,0,0,-5.374354178347858,34,174,1,0,0,0,1.6993237610544907,32,163,1,1.7721070109505106,0,0,0,0.0,1,2,0,-0.9849742047954352,4,-5,-5.374354178347858,1,9,0,0.9121909548994154,0,0,0,0.0
2020,REG,2020_03_KC_BAL,BAL,KC,3,21,158,0,0,0,0,8.773830195481423,17,130,0,0,0,0,6.07244869438,3,29,0,0,0,0,2.701381501101423,1,-1,0,0,0,0,0.0,20,159,0,0,0,0,8.773830195481423,12,75,0,2.8215899734641425,5,55,0,3.2508587209158573,3,29,0,2.701381501101423,1,-1,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_03_KC_BAL,KC,BAL,3,31,132,1,1,1,0,-7.872029800026213,27,106,0,1,1,0,-11.746611194394063,4,26,1,0,0,0,3.8745813943678513,0,0,0,0,0,0,0.0,31,132,1,1,1,0,-7.872029800026213,25,81,0,-14.534368536842521,0,0,0,0.0,4,26,1,3.8745813943678513,0,0,0.0,2,25,0,2.787757342448458,0,0,0,0.0
2020,REG,2020_03_LA_BUF,BUF,LA,3,21,101,1,0,0,0,2.857113127451157,21,101,1,0,0,0,2.857113127451157,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,21,101,1,0,0,0,2.857113127451157,16,89,0,1.7824623315245842,4,8,1,1.2538815765001345,0,0,0,0.0,0,0,0.0,1,4,0,-0.1792307805735618,0,0,0,0.0
2020,REG,2020_03_LA_BUF,LA,BUF,3,32,167,2,0,0,0,9.561153367598308,31,164,2,0,0,0,9.618586420459906,1,3,0,0,0,0,-0.05743305286159739,0,0,0,0,0,0,0.0,32,167,2,0,0,0,9.561153367598308,27,133,1,6.076698164251866,1,1,1,0.945824051334057,1,3,0,-0.05743305286159739,0,0,0.0,3,30,0,2.596064204873983,0,0,0,0.0
2020,REG,2020_03_LV_NE,LV,NE,3,22,126,0,1,1,0,-1.9383400899823733,20,116,0,1,1,0,-2.1108979360433278,2,10,0,0,0,0,0.1725578460609543,0,0,0,0,0,0,0.0,22,126,0,1,1,0,-1.9383400899823733,20,116,0,-2.1108979360433278,0,0,0,0.0,2,10,0,0.1725578460609543,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_03_LV_NE,NE,LV,3,38,250,2,0,0,0,11.622934754854949,34,232,2,0,0,0,11.774550271777851,1,21,0,0,0,0,1.7557485372526571,3,-3,0,0,0,0,-1.9073640541755594,35,253,2,0,0,0,13.530298809030509,26,209,2,13.927665710973088,5,9,0,-1.9702174837249844,1,21,0,1.7557485372526571,3,-3,-1.9073640541755594,3,14,0,-0.1828979554702528,0,0,0,0.0
2020,REG,2020_03_MIA_JAX,JAX,MIA,3,17,72,2,0,0,0,-0.45954408505349414,14,50,2,0,0,0,-1.5290567427000499,3,22,0,0,0,0,1.0695126576465557,0,0,0,0,0,0,0.0,17,72,2,0,0,0,-0.45954408505349414,13,49,2,-1.3220253460167444,0,0,0,0.0,3,22,0,1.0695126576465557,0,0,0.0,1,1,0,-0.2070313966833055,0,0,0,0.0
2020,REG,2020_03_MIA_JAX,MIA,JAX,3,36,138,2,0,0,0,1.2435961738524353,32,105,2,0,0,0,-0.39893084936148027,3,34,0,0,0,0,1.642527023213916,1,-1,0,0,0,0,0.0,35,139,2,0,0,0,1.2435961738524353,28,71,1,-5.614923604152412,3,5,1,3.141684066154994,3,34,0,1.642527023213916,1,-1,0.0,1,29,0,2.0743086886359383,0,0,0,0.0
2020,REG,2020_03_NYJ_IND,IND,NYJ,3,31,119,1,0,0,0,-6.131538243588053,29,119,1,0,0,0,-2.513697599150233,0,0,0,0,0,0,0.0,2,0,0,0,0,0,-3.61784064443782,29,119,1,0,0,0,-2.513697599150233,29,119,1,-2.513697599150233,0,0,0,0.0,0,0,0,0.0,2,0,-3.61784064443782,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_03_NYJ_IND,NYJ,IND,3,29,109,0,0,0,0,-2.5882655397290364,24,89,0,0,0,0,-3.340572814224288,5,20,0,0,0,0,0.7523072744952515,0,0,0,0,0,0,0.0,29,109,0,0,0,0,-2.5882655397290364,24,89,0,-3.3405728142242883,0,0,0,0.0,5,20,0,0.7523072744952515,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_03_SF_NYG,NYG,SF,3,15,66,0,1,1,0,-9.040804368560202,14,59,0,1,1,0,-9.340385789633729,1,7,0,0,0,0,0.2995814210735261,0,0,0,0,0,0,0.0,15,66,0,1,1,0,-9.040804368560202,10,17,0,-3.3415394093608484,4,42,0,-5.99884638027288,1,7,0,0.2995814210735261,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_03_SF_NYG,SF,NYG,3,35,93,3,0,0,0,-1.6506264905910935,32,96,3,0,0,0,-1.6506264905910935,0,0,0,0,0,0,0.0,3,-3,0,0,0,0,0.0,32,96,3,0,0,0,-1.6506264905910935,28,62,2,-5.613662221003324,1,3,0,0.705522219883278,0,0,0,0.0,3,-3,0.0,3,31,1,3.2575135105289523,0,0,0,0.0
2020,REG,2020_03_TB_DEN,DEN,TB,3,14,42,0,0,0,0,-2.721678540110588,12,30,0,0,0,0,-4.293089871993288,2,12,0,0,0,0,1.5714113318827003,0,0,0,0,0,0,0.0,14,42,0,0,0,0,-2.721678540110588,10,30,0,-3.7916429582983255,1,2,0,0.4541661096736789,2,12,0,1.5714113318827003,0,0,0.0,1,-2,0,-0.9556130233686416,0,0,0,0.0
2020,REG,2020_03_TB_DEN,TB,DEN,3,25,68,0,1,0,0,-2.360172896137505,21,68,0,1,0,0,0.6126833659945986,1,1,0,0,0,0,-0.4170134590394303,3,-1,0,0,0,0,-2.5558428030926734,22,69,0,1,0,0,0.19566990695516828,20,68,0,1.4515532194054686,1,0,0,-0.8388698534108698,1,1,0,-0.4170134590394303,3,-1,-2.5558428030926734,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_03_TEN_MIN,MIN,TEN,3,33,226,1,2,1,0,-0.44667637505335767,32,212,1,2,1,0,-1.8564716724795294,1,14,0,0,0,0,1.4097952974261716,0,0,0,0,0,0,0.0,33,226,1,2,1,0,-0.44667637505335767,30,208,1,-0.2507183758425529,1,0,0,-1.4543760841479525,1,14,0,1.4097952974261716,0,0,0.0,1,4,0,-0.1513772124890238,0,0,0,0.0
2020,REG,2020_03_TEN_MIN,TEN,MIN,3,34,134,2,1,0,0,2.5157500309869647,31,125,2,1,0,0,1.476840712595731,1,10,0,0,0,0,1.0389093183912337,2,-1,0,0,0,0,0.0,32,135,2,1,0,0,2.5157500309869647,29,128,2,5.404962085362058,1,0,0,-2.7039775336161256,1,10,0,1.0389093183912337,2,-1,0.0,1,-3,0,-1.2241438391502015,0,0,0,0.0
2020,REG,2020_03_WAS_CLE,CLE,WAS,3,37,158,2,0,0,0,-3.9749667019565353,36,157,2,0,0,0,-3.152488461600686,1,1,0,0,0,0,-0.8224782403558493,0,0,0,0,0,0,0.0,37,158,2,0,0,0,-3.9749667019565353,35,154,2,-2.9713641370395893,0,0,0,0.0,1,1,0,-0.8224782403558493,0,0,0.0,1,3,0,-0.18112432456109676,0,0,0,0.0
2020,REG,2020_03_WAS_CLE,WAS,CLE,3,22,103,1,1,0,0,-0.5997661226429045,21,101,1,1,0,0,-0.13560856226831675,1,2,0,0,0,0,-0.4641575603745878,0,0,0,0,0,0,0.0,22,103,1,1,0,0,-0.5997661226429045,17,70,1,-1.387471602065489,1,0,0,-1.6635663806227967,1,2,0,-0.4641575603745878,0,0,0.0,3,31,0,2.9154294204199687,0,0,0,0.0
2020,REG,2020_04_ARI_CAR,ARI,CAR,4,23,129,0,0,0,0,3.161303622284321,20,69,0,0,0,0,-0.3482503565755912,3,60,0,0,0,0,3.5095539788599126,0,0,0,0,0,0,0.0,23,129,0,0,0,0,3.161303622284321,17,51,0,-1.366990874535987,3,18,0,1.0187405179603957,3,60,0,3.5095539788599126,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_04_ARI_CAR,CAR,ARI,4,35,168,2,0,0,0,5.4504358476842745,29,136,1,0,0,0,0.868243211589288,3,35,1,0,0,0,6.715053607767913,3,-3,0,0,0,0,-2.132860971672926,32,171,2,0,0,0,7.583296819357201,26,137,1,2.19911954581039,0,0,0,0.0,3,35,1,6.715053607767913,3,-3,-2.132860971672926,2,-3,0,-1.7541213259682988,1,2,0,0.4232449917471968
2020,REG,2020_04_ATL_GB,ATL,GB,4,25,78,2,0,0,0,1.110731735650916,23,68,2,0,0,0,-0.585778824519366,2,10,0,0,0,0,1.696510560170282,0,0,0,0,0,0,0.0,25,78,2,0,0,0,1.110731735650916,22,70,2,0.2765507515287025,0,0,0,0.0,2,10,0,1.696510560170282,0,0,0.0,1,-2,0,-0.8623295760480687,0,0,0,0.0
