year,season_type,game_id,team,opp,week,attempts_total,yards_total,td_total,fumbles_total,fumbles_lost_total,fumbles_out_of_bounds_total,epa_total,attempts_designed,yards_designed,td_designed,fumbles_designed,fumbles_lost_designed,fumbles_out_of_bounds_designed,epa_designed,attempts_scramble,yards_scramble,td_scramble,fumbles_scramble,fumbles_lost_scramble,fumbles_out_of_bounds_scramble,epa_scramble,attempts_kneel,yards_kneel,td_kneel,fumbles_kneel,fumbles_lost_kneel,fumbles_out_of_bounds_kneel,epa_kneel,attempts,yards,td,fumbles,fumbles_lost,fumbles_out_of_bounds,epa,attempts_rb,yards_rb,td_rb,epa_rb,attempts_qb_designed,yards_qb_designed,td_qb_designed,epa_qb_designed,attempts_qb_scramble,yards_qb_scramble,td_qb_scramble,epa_qb_scramble,attempts_qb_kneel,yards_qb_kneel,epa_qb_kneel,attempts_wr,yards_wr,td_wr,epa_wr,attempts_other,yards_other,td_other,epa_other
2020,REG,2020_04_ATL_GB,GB,ATL,4,26,88,0,0,0,0,-8.941803229448851,24,84,0,0,0,0,-8.97192649700446,1,5,0,0,0,0,0.030123267555609345,1,-1,0,0,0,0,0.0,25,89,0,0,0,0,-8.941803229448851,24,84,0,-8.97192649700446,0,0,0,0.0,1,5,0,0.030123267555609345,1,-1,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_04_BAL_WAS,BAL,WAS,4,32,144,2,0,0,0,0.5055838194093676,27,134,2,0,0,0,4.936548225057778,3,12,0,0,0,0,-2.049178246408701,2,-2,0,0,0,0,-2.3817861592397094,30,146,2,0,0,0,2.887369978649077,22,88,1,3.8332810276770033,5,46,1,1.1032671973807748,3,12,0,-2.049178246408701,2,-2,-2.3817861592397094,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_04_BAL_WAS,WAS,BAL,4,22,69,2,0,0,0,2.4568990118277725,22,69,2,0,0,0,2.4568990118277725,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,22,69,2,0,0,0,2.4568990118277725,18,57,1,-1.1465611346065996,3,3,1,3.060651329200482,0,0,0,0.0,0,0,0.0,1,9,0,0.5428088172338903,0,0,0,0.0
2020,REG,2020_04_BUF_LV,BUF,LV,4,24,63,2,0,0,0,-5.064588588895276,22,65,2,0,0,0,-3.1187121513066813,0,0,0,0,0,0,0.0,2,-2,0,0,0,0,-1.9458764375885949,22,65,2,0,0,0,-3.1187121513066813,18,56,1,-4.389317712862976,1,1,1,0.5382223865017295,0,0,0,0.0,2,-2,-1.9458764375885949,3,8,0,0.7323831750545651,0,0,0,0.0
2020,REG,2020_04_BUF_LV,LV,BUF,4,23,86,0,0,0,0,-7.408503301042662,19,66,0,0,0,0,-8.081214934537718,4,20,0,0,0,0,0.672711633495055,0,0,0,0,0,0,0.0,23,86,0,0,0,0,-7.408503301042662,18,67,0,-5.692251663247589,0,0,0,0.0,4,20,0,0.672711633495055,0,0,0.0,0,0,0,0.0,1,-1,0,-2.388963271290128
2020,REG,2020_04_CLE_DAL,CLE,DAL,4,40,307,3,0,0,0,16.885858385823667,37,301,3,0,0,0,14.530795162776485,1,8,0,0,0,0,2.3550632230471815,2,-2,0,0,0,0,0.0,38,309,3,0,0,0,16.885858385823667,35,228,2,8.517680563847534,0,0,0,0.0,1,8,0,2.3550632230471815,2,-2,0.0,2,73,1,6.013114598928951,0,0,0,0.0
2020,REG,2020_04_CLE_DAL,DAL,CLE,4,18,85,1,1,1,0,-1.0578899025567798,17,84,1,1,1,0,-0.3527391017996697,1,1,0,0,0,0,-0.7051508007571101,0,0,0,0,0,0,0.0,18,85,1,1,1,0,-1.0578899025567798,15,70,1,-1.3197904559201554,1,11,0,1.4219290049513802,1,1,0,-0.7051508007571101,0,0,0.0,1,3,0,-0.4548776508308947,0,0,0,0.0
2020,REG,2020_04_DEN_NYJ,DEN,NYJ,4,32,117,2,0,0,0,-3.2910408891038965,27,122,2,0,0,0,1.1010467860032809,0,0,0,0,0,0,0.0,5,-5,0,0,0,0,-4.392087675107177,27,122,2,0,0,0,1.1010467860032809,26,113,2,-0.2865235519129779,1,9,0,1.3875703379162587,0,0,0,0.0,5,-5,-4.392087675107177,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_04_DEN_NYJ,NYJ,DEN,4,24,129,1,0,0,0,1.5430151874898002,19,48,0,0,0,0,-5.954063238226809,5,81,1,0,0,0,7.497078425716609,0,0,0,0,0,0,0.0,24,129,1,0,0,0,1.5430151874898002,18,45,0,-6.446636650129221,1,3,0,0.4925734119024128,5,81,1,7.497078425716609,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_04_IND_CHI,CHI,IND,4,16,28,0,0,0,0,-5.374561560922302,15,29,0,0,0,0,-5.374561560922302,0,0,0,0,0,0,0.0,1,-1,0,0,0,0,0.0,15,29,0,0,0,0,-5.374561560922302,10,27,0,-1.397929230821319,1,0,0,-0.800026606535539,0,0,0,0.0,1,-1,0.0,4,2,0,-3.176605723565445,0,0,0,0.0
2020,REG,2020_04_IND_CHI,IND,CHI,4,38,103,0,0,0,0,-7.871374097685923,35,107,0,0,0,0,-6.802392212125135,0,0,0,0,0,0,0.0,3,-4,0,0,0,0,-1.0689818855607882,35,107,0,0,0,0,-6.802392212125135,35,107,0,-6.802392212125135,0,0,0,0.0,0,0,0,0.0,3,-4,-1.0689818855607882,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_04_JAX_CIN,CIN,JAX,4,34,205,2,0,0,0,7.408903641224041,30,194,2,0,0,0,7.759481946626735,2,13,0,0,0,0,0.447265460122919,2,-2,0,0,0,0,-0.797843765525613,32,207,2,0,0,0,8.206747406749654,27,170,2,6.640253596395311,0,0,0,0.0,2,13,0,0.447265460122919,2,-2,-0.797843765525613,3,24,0,1.119228350231424,0,0,0,0.0
2020,REG,2020_04_JAX_CIN,JAX,CIN,4,20,89,0,0,0,0,-1.1114007273979163,18,80,0,0,0,0,0.29907052021007935,2,9,0,0,0,0,-1.4104712476079957,0,0,0,0,0,0,0.0,20,89,0,0,0,0,-1.1114007273979163,17,75,0,0.1443749187164935,0,0,0,0.0,2,9,0,-1.4104712476079957,0,0,0.0,1,5,0,0.15469560149358585,0,0,0,0.0
2020,REG,2020_04_LAC_TB,LAC,TB,4,23,46,0,1,1,0,-7.782559503277297,20,38,0,1,1,0,-9.959221400029492,2,9,0,0,0,0,2.1766618967521936,1,-1,0,0,0,0,0.0,22,47,0,1,1,0,-7.782559503277297,18,32,0,-9.366934776306152,2,6,0,-0.5922866237233393,2,9,0,2.1766618967521936,1,-1,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_04_LAC_TB,TB,LAC,4,27,115,0,0,0,0,-1.6691224733949637,24,118,0,0,0,0,-0.5030483186710624,0,0,0,0,0,0,0.0,3,-3,0,0,0,0,-1.1660741547239013,24,118,0,0,0,0,-0.5030483186710624,24,118,0,-0.5030483186710624,0,0,0,0.0,0,0,0,0.0,3,-3,-1.1660741547239013,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_04_MIN_HOU,HOU,MIN,4,26,96,0,1,0,0,-5.869905601575738,22,87,0,1,0,0,-3.379261159308953,4,9,0,0,0,0,-2.4906444422667846,0,0,0,0,0,0,0.0,26,96,0,1,0,0,-5.869905601575738,21,87,0,-0.30779713433003075,1,0,0,-3.0714640249789227,4,9,0,-2.4906444422667846,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_04_MIN_HOU,MIN,HOU,4,40,162,3,0,0,0,6.185070306935813,37,162,3,0,0,0,7.255839696561452,1,2,0,0,0,0,-1.0707693896256387,2,-2,0,0,0,0,0.0,38,164,3,0,0,0,6.185070306935813,34,147,3,4.191889796114992,1,5,0,2.12726914009545,1,2,0,-1.0707693896256387,2,-2,0.0,1,8,0,0.6359183412278071,1,2,0,0.30076241912320256
2020,REG,2020_04_NE_KC,KC,NE,4,25,94,0,0,0,0,0.9289411888292167,17,66,0,0,0,0,-2.0810989069286734,5,34,0,0,0,0,3.01004009575789,3,-6,0,0,0,0,0.0,22,100,0,0,0,0,0.9289411888292167,17,66,0,-2.0810989069286734,0,0,0,0.0,5,34,0,3.01004009575789,3,-6,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_04_NE_KC,NE,KC,4,35,185,0,0,0,0,3.329536667937645,33,176,0,0,0,0,2.793359475239412,2,9,0,0,0,0,0.5361771926982328,0,0,0,0,0,0,0.0,35,185,0,0,0,0,3.329536667937645,31,166,0,0.6241295633662953,1,2,0,1.5397712755948303,2,9,0,0.5361771926982328,0,0,0.0,1,8,0,0.6294586362782866,0,0,0,0.0
2020,REG,2020_04_NO_DET,DET,NO,4,22,90,1,0,0,0,1.517749873455613,20,70,1,0,0,0,-1.2841140707023448,2,20,0,0,0,0,2.801863944157958,0,0,0,0,0,0,0.0,22,90,1,0,0,0,1.517749873455613,18,67,1,-1.4857800967292867,1,1,0,-0.5766840783180669,2,20,0,2.801863944157958,0,0,0.0,1,2,0,0.7783501043450087,0,0,0,0.0
2020,REG,2020_04_NO_DET,NO,DET,4,42,164,3,1,0,0,6.719701726513449,39,167,3,1,0,0,8.620306022872683,0,0,0,0,0,0,0.0,3,-3,0,0,0,0,-1.9006042963592336,39,167,3,1,0,0,8.620306022872683,33,147,3,9.761804210196715,3,6,0,-2.3269379172706977,0,0,0,0.0,3,-3,-1.9006042963592336,2,10,0,0.3660971411736682,1,4,0,0.8193425887729973
2020,REG,2020_04_NYG_LA,LA,NYG,4,23,58,1,0,0,0,0.37976826919475515,20,61,1,0,0,0,0.37976826919475515,0,0,0,0,0,0,0.0,3,-3,0,0,0,0,0.0,20,61,1,0,0,0,0.37976826919475515,17,59,0,0.7063712039380329,0,0,0,0.0,0,0,0,0.0,3,-3,0.0,2,0,0,-1.2059588382253423,1,2,1,0.8793559034820646
2020,REG,2020_04_NYG_LA,NYG,LA,4,25,136,0,0,0,0,0.9022259676712565,21,98,0,0,0,0,-1.8201866414165124,4,38,0,0,0,0,2.722412609087769,0,0,0,0,0,0,0.0,25,136,0,0,0,0,0.9022259676712565,18,88,0,-1.750318228150718,2,7,0,0.01858828577678649,4,38,0,2.722412609087769,0,0,0.0,1,3,0,-0.08845669904258102,0,0,0,0.0
2020,REG,2020_04_PHI_SF,PHI,SF,4,28,93,1,2,0,0,-2.39145211072173,25,76,1,2,0,0,-4.0567956526065245,3,17,0,0,0,0,1.6653435418847946,0,0,0,0,0,0,0.0,28,93,1,2,0,0,-2.39145211072173,18,38,0,-5.355918655695859,7,38,1,1.2991230030893348,3,17,0,1.6653435418847946,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_04_PHI_SF,SF,PHI,4,20,116,2,0,0,0,3.4571211725997273,20,116,2,0,0,0,3.4571211725997273,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,20,116,2,0,0,0,3.4571211725997273,17,60,1,-2.481762268434977,0,0,0,0.0,0,0,0,0.0,0,0,0.0,2,48,1,5.454859489575029,1,8,0,0.484023951459676
2020,REG,2020_04_SEA_MIA,MIA,SEA,4,22,103,1,0,0,0,0.919996336522501,17,66,1,0,0,0,-0.076168420886632,5,37,0,0,0,0,0.996164757409133,0,0,0,0,0,0,0.0,22,103,1,0,0,0,0.919996336522501,16,56,0,-2.628472592378046,1,10,1,2.5523041714914143,5,37,0,0.996164757409133,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_04_SEA_MIA,SEA,MIA,4,26,98,2,1,0,0,1.5747096465202053,22,93,2,1,0,0,1.1601517444360074,1,8,0,0,0,0,1.8865277140866965,3,-3,0,0,0,0,-1.4719698120024987,23,101,2,1,0,0,3.046679458522704,22,93,2,1.1601517444360077,0,0,0,0.0,1,8,0,1.8865277140866965,3,-3,-1.4719698120024987,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_05_ARI_NYJ,ARI,NYJ,5,30,127,3,0,0,0,1.529260708863149,27,131,3,0,0,0,4.192706502537476,0,0,0,0,0,0,0.0,3,-4,0,0,0,0,-2.663445793674327,27,131,3,0,0,0,4.192706502537476,21,96,2,1.3968924452201463,6,35,1,2.7958140573173296,0,0,0,0.0,3,-4,-2.663445793674327,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_05_ARI_NYJ,NYJ,ARI,5,28,123,0,0,0,0,-4.0000090941321105,24,103,0,0,0,0,-6.451736051589251,4,20,0,0,0,0,2.45172695745714,0,0,0,0,0,0,0.0,28,123,0,0,0,0,-4.0000090941321105,22,90,0,-6.202350162318908,0,0,0,0.0,4,20,0,2.45172695745714,0,0,0.0,1,13,0,0.8396762252086774,1,0,0,-1.0890621144790202
2020,REG,2020_05_BUF_TEN,BUF,TEN,5,22,95,0,1,0,0,2.556535641720984,19,82,0,1,0,0,0.6373811079538432,2,14,0,0,0,0,1.9191545337671412,1,-1,0,0,0,0,0.0,21,96,0,1,0,0,2.556535641720984,18,77,0,0.6487347108195541,1,5,0,-0.011353602865710856,2,14,0,1.9191545337671412,1,-1,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_05_BUF_TEN,TEN,BUF,5,34,139,3,0,0,0,3.9182849937060387,31,100,2,0,0,0,-1.4478840028459667,3,39,1,0,0,0,5.366168996552005,0,0,0,0,0,0,0.0,34,139,3,0,0,0,3.9182849937060387,30,97,2,-3.359267998399445,1,3,0,1.9113839955534784,3,39,1,5.366168996552005,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_05_CAR_ATL,ATL,CAR,5,24,166,1,0,0,0,7.163094103627371,23,167,1,0,0,0,7.163094103627371,0,0,0,0,0,0,0.0,1,-1,0,0,0,0,0.0,23,167,1,0,0,0,7.163094103627371,22,166,1,6.774945497629232,0,0,0,0.0,0,0,0,0.0,1,-1,0.0,0,0,0,0.0,1,1,0,0.38814860599813983
2020,REG,2020_05_CAR_ATL,CAR,ATL,5,27,124,0,0,0,0,-1.6209828629449698,24,121,0,0,0,0,0.5655160762544256,2,4,0,0,0,0,-1.7863411111990213,1,-1,0,0,0,0,-0.4001578280003741,26,125,0,0,0,0,-1.2208250349445957,18,88,0,-0.4484436227066908,0,0,0,0.0,2,4,0,-1.7863411111990213,1,-1,-0.4001578280003741,5,31,0,1.3232543890189845,1,2,0,-0.3092946900578681
2020,REG,2020_05_CIN_BAL,BAL,CIN,5,24,161,0,0,0,0,0.8428471477818675,23,162,0,0,0,0,0.8428471477818675,0,0,0,0,0,0,0.0,1,-1,0,0,0,0,0.0,23,162,0,0,0,0,0.8428471477818675,19,116,0,0.4281103339744734,2,3,0,-1.6898869146243671,0,0,0,0.0,1,-1,0.0,2,43,0,2.1046237284317613,0,0,0,0.0
2020,REG,2020_05_CIN_BAL,CIN,BAL,5,28,70,0,0,0,0,-8.610703840049274,26,62,0,0,0,0,-6.8618315184845695,2,8,0,0,0,0,-1.7488723215647042,0,0,0,0,0,0,0.0,28,70,0,0,0,0,-8.610703840049274,24,59,0,-6.914449849294789,1,2,0,0.49529703846201295,2,8,0,-1.7488723215647042,0,0,0.0,1,1,0,-0.442678707651794,0,0,0,0.0
2020,REG,2020_05_IND_CLE,CLE,IND,5,33,124,0,0,0,0,-1.3679105863920287,32,108,0,0,0,0,-3.577767737537144,1,16,0,0,0,0,2.2098571511451155,0,0,0,0,0,0,0.0,33,124,0,0,0,0,-1.3679105863920287,28,104,0,-1.8882205539920707,1,1,0,-0.983035332057625,1,16,0,2.2098571511451155,0,0,0.0,1,-1,0,-0.9581939382478596,2,4,0,0.251682086760411
2020,REG,2020_05_IND_CLE,IND,CLE,5,18,68,1,0,0,0,4.589509139070287,17,69,1,0,0,0,4.589509139070287,0,0,0,0,0,0,0.0,1,-1,0,0,0,0,0.0,17,69,1,0,0,0,4.589509139070287,16,66,1,5.029957719612867,0,0,0,0.0,0,0,0,0.0,1,-1,0.0,1,3,0,-0.4404485805425793,0,0,0,0.0
2020,REG,2020_05_JAX_HOU,HOU,JAX,5,22,129,0,0,0,0,0.39678302977699786,20,104,0,0,0,0,-2.2538400712655857,2,25,0,0,0,0,2.6506231010425836,0,0,0,0,0,0,0.0,22,129,0,0,0,0,0.39678302977699786,20,104,0,-2.2538400712655857,0,0,0,0.0,2,25,0,2.6506231010425836,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_05_JAX_HOU,JAX,HOU,5,20,75,0,0,0,0,0.07088105258299038,17,57,0,0,0,0,-2.775255593645852,3,18,0,0,0,0,2.8461366462288424,0,0,0,0,0,0,0.0,20,75,0,0,0,0,0.07088105258299038,15,55,0,-1.5593787198304199,1,0,0,-0.7478464152663946,3,18,0,2.8461366462288424,0,0,0.0,1,2,0,-0.4680304585490376,0,0,0,0.0
2020,REG,2020_05_LAC_NO,LAC,NO,5,32,111,0,1,0,0,-5.480877938272897,30,107,0,1,0,0,-4.450828078726772,1,5,0,0,0,0,-1.030049859546125,1,-1,0,0,0,0,0.0,31,112,0,1,0,0,-5.480877938272897,26,100,0,-2.4302100893692113,2,4,0,-1.0417870287783444,1,5,0,-1.030049859546125,1,-1,0.0,2,3,0,-0.9788309605792167,0,0,0,0.0
2020,REG,2020_05_LAC_NO,NO,LAC,5,25,95,2,0,0,0,-2.2711620394811565,25,95,2,0,0,0,-2.2711620394811565,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,25,95,2,0,0,0,-2.2711620394811565,19,79,0,-3.026513342629187,4,14,2,2.526752730834245,0,0,0,0.0,0,0,0.0,0,0,0,0.0,2,2,0,-1.7714014276862144
2020,REG,2020_05_LA_WAS,LA,WAS,5,35,129,2,0,0,0,-5.729602261737455,32,129,1,0,0,0,-7.797002939158119,1,2,1,0,0,0,2.0674006774206646,2,-2,0,0,0,0,0.0,33,131,2,0,0,0,-5.729602261737455,32,129,1,-7.797002939158119,0,0,0,0.0,1,2,1,2.0674006774206646,2,-2,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_05_LA_WAS,WAS,LA,5,14,38,1,0,0,0,0.4016452982323244,12,30,0,0,0,0,-0.7357892128056847,2,8,1,0,0,0,1.1374345110380089,0,0,0,0,0,0,0.0,14,38,1,0,0,0,0.4016452982323244,12,30,0,-0.7357892128056847,0,0,0,0.0,2,8,1,1.1374345110380089,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_05_LV_KC,KC,LV,5,20,80,2,0,0,0,-0.4284153825428805,16,63,2,0,0,0,0.6144452919543254,4,17,0,0,0,0,-1.0428606744972058,0,0,0,0,0,0,0.0,20,80,2,0,0,0,-0.4284153825428805,11,44,0,0.17826793293352264,2,4,1,0.1178630769718439,4,17,0,-1.0428606744972058,0,0,0.0,3,15,1,0.3183142820489589,0,0,0,0.0
2020,REG,2020_05_LV_KC,LV,KC,5,35,144,2,0,0,0,1.9885384014924055,33,146,2,0,0,0,3.628280782548245,0,0,0,0,0,0,0.0,2,-2,0,0,0,0,-1.6397423810558394,33,146,2,0,0,0,3.628280782548245,31,143,2,0.947659514262341,2,3,0,2.680621268285904,0,0,0,0.0,2,-2,-1.6397423810558394,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_05_MIA_SF,MIA,SF,5,33,94,1,0,0,0,-6.833202618920891,30,78,1,0,0,0,-4.270589605429391,1,17,0,0,0,0,1.2319296044297516,2,-1,0,0,0,0,-3.794542617921252,31,95,1,0,0,0,-3.0386600009996396,28,89,1,-3.761153429270904,0,0,0,0.0,1,17,0,1.2319296044297516,2,-1,-3.794542617921252,1,-12,0,-2.4704731064848597,1,1,0,1.9610369303263724
2020,REG,2020_05_MIA_SF,SF,MIA,5,19,131,1,0,0,0,2.602908872067928,19,131,1,0,0,0,2.602908872067928,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,19,131,1,0,0,0,2.602908872067928,16,117,0,0.997370424040127,0,0,0,0.0,0,0,0,0.0,0,0,0.0,1,3,0,-0.234338192967698,2,11,1,1.8398766409954987
2020,REG,2020_05_MIN_SEA,MIN,SEA,5,41,201,1,0,0,0,-2.9271963448845777,41,201,1,0,0,0,-2.9271963448845777,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,41,201,1,0,0,0,-2.9271963448845777,39,196,1,-2.9584378090803507,1,2,0,0.5571508607827127,0,0,0,0.0,0,0,0.0,1,3,0,-0.5259093965869397,0,0,0,0.0
2020,REG,2020_05_MIN_SEA,SEA,MIN,5,16,124,1,0,0,0,2.745857009344036,11,66,1,0,0,0,0.2723877237294805,5,58,0,0,0,0,2.4734692856145557,0,0,0,0,0,0,0.0,16,124,1,0,0,0,2.745857009344036,11,66,1,0.2723877237294804,0,0,0,0.0,5,58,0,2.4734692856145557,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_05_NYG_DAL,DAL,NYG,5,29,126,2,1,1,0,-1.9200841997808322,29,126,2,1,1,0,-1.9200841997808322,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,29,126,2,1,1,0,-1.9200841997808322,25,121,2,5.546874698746251,3,7,0,-6.557653554074933,0,0,0,0.0,0,0,0.0,1,-2,0,-0.9093053444521502,0,0,0,0.0
2020,REG,2020_05_NYG_DAL,NYG,DAL,5,27,89,2,0,0,0,1.0812667909776792,26,90,2,0,0,0,1.0812667909776792,0,0,0,0,0,0,0.0,1,-1,0,0,0,0,0.0,26,90,2,0,0,0,1.0812667909776792,22,84,1,0.8272159953485241,1,-6,0,-1.2492954654153436,0,0,0,0.0,1,-1,0.0,0,0,0,0.0,3,12,1,1.5033462610444985
2020,REG,2020_05_PHI_PIT,PHI,PIT,5,16,94,2,0,0,0,1.8848027129133698,14,89,2,0,0,0,2.4365192833647598,2,5,0,0,0,0,-0.55171657045139,0,0,0,0,0,0,0.0,16,94,2,0,0,0,1.8848027129133698,12,83,2,2.3763714172237087,2,6,0,0.060147866141051,2,5,0,-0.55171657045139,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_05_PHI_PIT,PIT,PHI,5,32,136,2,0,0,0,0.8769175869820178,30,138,2,0,0,0,0.8769175869820178,0,0,0,0,0,0,0.0,2,-2,0,0,0,0,0.0,30,138,2,0,0,0,0.8769175869820178,25,69,1,-4.38834744648193,0,0,0,0.0,0,0,0,0.0,2,-2,0.0,5,69,1,5.2652650334639475,0,0,0,0.0
2020,REG,2020_05_TB_CHI,CHI,TB,5,14,35,1,0,0,0,-4.330909742886433,13,36,1,0,0,0,-2.4472617213323247,0,0,0,0,0,0,0.0,1,-1,0,0,0,0,-1.8836480215541087,13,36,1,0,0,0,-2.4472617213323247,10,29,1,-1.8693407430837397,0,0,0,0.0,0,0,0,0.0,1,-1,-1.8836480215541087,3,7,0,-0.577920978248585,0,0,0,0.0
2020,REG,2020_05_TB_CHI,TB,CHI,5,20,106,0,1,0,0,1.7924784767092206,19,107,0,1,0,0,1.7924784767092206,0,0,0,0,0,0,0.0,1,-1,0,0,0,0,0.0,19,107,0,1,0,0,1.7924784767092206,17,106,0,0.6458570832037368,2,1,0,1.1466213935054839,0,0,0,0.0,1,-1,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_ARI_DAL,ARI,DAL,6,35,261,3,0,0,0,17.709872867766535,32,245,3,0,0,0,15.145643707917772,2,17,0,0,0,0,2.564229159848764,1,-1,0,0,0,0,0.0,34,262,3,0,0,0,17.709872867766535,25,187,2,9.209895772801248,7,58,1,5.935747935116524,2,17,0,2.564229159848764,1,-1,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_ARI_DAL,DAL,ARI,6,27,97,0,1,1,0,-6.090818779164692,25,93,0,1,1,0,-5.887448051507818,2,4,0,0,0,0,-0.20337072765687486,0,0,0,0,0,0,0.0,27,97,0,1,1,0,-6.090818779164692,25,93,0,-5.887448051507818,0,0,0,0.0,2,4,0,-0.20337072765687486,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_ATL_MIN,ATL,MIN,6,37,99,0,1,1,0,-17.87624915174466,34,87,0,1,1,0,-15.99750697703358,2,13,0,0,0,0,-0.17847670032642787,1,-1,0,0,0,0,-1.7002654743846506,36,100,0,1,1,0,-16.17598367736001,32,83,0,-15.659664944021742,1,-4,0,-0.9925398158375174,2,13,0,-0.17847670032642787,1,-1,-1.7002654743846506,1,8,0,0.6546977828256786,0,0,0,0.0
2020,REG,2020_06_ATL_MIN,MIN,ATL,6,13,32,0,0,0,0,-7.033214735798538,13,32,0,0,0,0,-7.033214735798538,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,13,32,0,0,0,0,-7.033214735798538,13,32,0,-7.033214735798538,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_BAL_PHI,BAL,PHI,6,37,182,2,0,0,0,0.18369911843910813,32,149,2,0,0,0,-0.6478909243596727,3,35,0,0,0,0,4.005469329771586,2,-2,0,0,0,0,-3.173879286972806,35,184,2,0,0,0,3.357578405411914,28,74,1,-7.47235735465074,4,75,1,6.824466430291067,3,35,0,4.005469329771586,2,-2,-3.173879286972806,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_BAL_PHI,PHI,BAL,6,18,194,1,2,1,0,0.591429747699296,17,154,1,2,1,0,-2.641543176781851,1,40,0,0,0,0,3.2329729244811465,0,0,0,0,0,0,0.0,18,194,1,2,1,0,0.591429747699296,11,122,0,3.9366404777683783,6,32,1,-6.578183654550229,1,40,0,3.2329729244811465,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_CHI_CAR,CAR,CHI,6,29,112,1,1,1,0,-8.355108456962693,22,65,1,1,1,0,-8.799404730292734,7,47,0,0,0,0,0.44429627333004185,0,0,0,0,0,0,0.0,29,112,1,1,1,0,-8.355108456962693,21,64,1,-7.62217055200017,1,1,0,-1.1772341782925648,7,47,0,0.44429627333004185,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2020,REG,2020_06_CHI_CAR,CHI,CAR,6,25,63,1,0,0,0,-3.4158530524000525,21,60,1,0,0,0,-2.4982900343020447,1,7,0,0,0,0,1.6833417396992445,3,-4,0,0,0,0,-2.6009047577972524,22,67,1,0,0,0,-0.8149482946028002,19,58,0,-3.373104255879298,1,1,1,1.3166829554247672,1,7,0,1.6833417396992445,3,-4,-2.6009047577972524,1,1,0,-0.4418687338475138,0,0,0,0.0
2020,REG,2020_06_CIN_IND,CIN,IND,6,32,98,3,0,0,0,0.1631551963766842,30,98,3,0,0,0,1.682542858438174,1,1,0,0,0,0,-1.51938766206149,1,-1,0,0,0,0,0.0,31,99,3,0,0,0,0.1631551963766842,27,69,2,-2.1288544431770418,1,2,1,2.703359352424741,1,1,0,-1.51938766206149,1,-1,0.0,2,27,0,1.108037949190475,0,0,0,0.0
2020,REG,2020_06_CIN_IND,IND,CIN,6,15,59,1,0,0,0,-0.5930818655469925,14,60,1,0,0,0,-0.5930818655469925,0,0,0,0,0,0,0.0,1,-1,0,0,0,0,0.0,14,60,1,0,0,0,-0.5930818655469925,13,59,0,-1.3169285432668407,0,0,0,0.0,0,0,0,0.0,1,-1,0.0,0,0,0,0.0,1,1,1,0.7238466777198482
2020,REG,2020_06_CLE_PIT,CLE,PIT,6,22,75,0,1,0,0,-10.167652149277274,21,70,0,1,0,0,-10.29561478603864,1,5,0,0,0,0,0.12796263676136732,0,0,0,0,0,0,0.0,22,75,0,1,0,0,-10.167652149277274,21,70,0,-10.29561478603864,0,0,0,0.0,1,5,0,0.12796263676136732,0,0,0.0,0,0,0,0.0,0,0,0,0.0
